appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
8200,Sam & Max 101: Culture Shock,Telltale Games,Skunkape Games,,454,53,0,"50,000 .. 100,000",181,0,170,0,0.0,0.0,0.0,1
8230,Sam & Max 104: Abe Lincoln Must Die!,Telltale Games,Telltale Games,,412,70,0,"0 .. 20,000",182,0,153,0,0.0,0.0,0.0,1
8330,Telltale Texas Hold ‘Em,Telltale,Telltale,,205,109,0,"100,000 .. 200,000",118,0,7,0,99.0,99.0,0.0,1
8340,Strong Bad's Cool Game for Attractive People: Season 1,Telltale,Telltale,,418,33,0,"100,000 .. 200,000",108,0,148,0,0.0,0.0,0.0,0
8360,Strong Bad's Cool Game for Attractive People: Episode 3,Telltale Games,Telltale Games,,33,9,0,"0 .. 20,000",163,0,174,0,0.0,0.0,0.0,0
8370,Strong Bad's Cool Game for Attractive People: Episode 4,Telltale Games,Telltale Games,,37,8,0,"0 .. 20,000",130,0,150,0,0.0,0.0,0.0,0
8380,Strong Bad's Cool Game for Attractive People: Episode 5,Telltale Games,Telltale Games,,38,7,0,"0 .. 20,000",163,0,182,0,0.0,0.0,0.0,0
8400,Geometry Wars: Retro Evolved,Bizarre Creations,Activision,,946,98,0,"100,000 .. 200,000",76,0,41,0,199.0,399.0,50.0,4
8500,EVE Online,CCP,CCP,,26813,9575,0,"2,000,000 .. 5,000,000",7877,4146,277,7403,0.0,0.0,0.0,3705
8600,RACE 07,SimBin,SimBin,,2277,389,0,"500,000 .. 1,000,000",558,0,51,0,799.0,799.0,0.0,9
8800,Civilization IV: Beyond the Sword,Firaxis Games,2K,,4423,169,0,"500,000 .. 1,000,000",8523,0,382,0,599.0,2999.0,80.0,1395
8850,BioShock 2,"2K Marin, 2K China, Digital Extremes, 2K Australia",2K,,12864,1555,0,"1,000,000 .. 2,000,000",396,0,142,0,1999.0,1999.0,0.0,23
8870,BioShock Infinite,"Irrational Games, Virtual Programming (Linux)",2K,,131970,8712,0,"2,000,000 .. 5,000,000",810,459,592,478,2999.0,2999.0,0.0,301
8880,Freedom Force,Irrational Games,2K,,292,230,0,"200,000 .. 500,000",137,0,44,0,124.0,499.0,75.0,1
8930,Sid Meier's Civilization V,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",,195724,8541,0,"10,000,000 .. 20,000,000",8261,516,2618,224,749.0,2999.0,75.0,12206
8980,Borderlands Game of the Year,Gearbox Software,2K,,28944,3579,0,"2,000,000 .. 5,000,000",1599,22,769,22,2999.0,2999.0,0.0,142
9010,Return to Castle Wolfenstein,Gray Matter Studios,Bethesda Softworks,,7832,585,0,"2,000,000 .. 5,000,000",314,26,104,26,499.0,499.0,0.0,26
9050,DOOM 3,id Software,id Software,,6980,847,0,"500,000 .. 1,000,000",297,0,66,0,0.0,0.0,0.0,49
9160,Master Levels for Doom II,id Software,id Software,,593,206,0,"200,000 .. 500,000",12,0,15,0,0.0,0.0,0.0,1
9200,RAGE,id Software,Bethesda Softworks,,13646,3915,0,"1,000,000 .. 2,000,000",679,207,355,207,999.0,999.0,0.0,34
9310,"Warhammer 40,000: Dawn of War – Winter Assault",Relic Entertainment,SEGA,,2072,278,0,"500,000 .. 1,000,000",288,0,54,0,0.0,0.0,0.0,42
9340,Company of Heroes: Opposing Fronts,Relic Entertainment,SEGA,,1045,93,0,"1,000,000 .. 2,000,000",580,0,39,0,1999.0,1999.0,0.0,19
9350,Supreme Commander,Gas Powered Games,Square Enix,,2615,324,0,"1,000,000 .. 2,000,000",645,0,185,0,1299.0,1299.0,0.0,40
9420,Supreme Commander: Forged Alliance,Gas Powered Games,Square Enix,,13042,426,0,"1,000,000 .. 2,000,000",4046,304,782,403,259.0,1299.0,80.0,691
9450,"Warhammer 40,000: Dawn of War - Soulstorm",Relic Entertainment,SEGA,,16764,847,0,"1,000,000 .. 2,000,000",3172,265,675,365,0.0,0.0,0.0,673
9460,Frontlines: Fuel of War,Kaos Studios,THQ Nordic,,680,321,0,"200,000 .. 500,000",285,0,94,0,499.0,1999.0,75.0,2
9480,Saints Row 2,Volition,Deep Silver,,15420,5046,0,"2,000,000 .. 5,000,000",654,72,109,72,149.0,999.0,85.0,95
9730,Tycoon City: New York,Deep Red Games Ltd.,Atari,,112,160,0,"20,000 .. 50,000",141,0,259,0,999.0,999.0,0.0,1
9760,Act of War: High Treason,Eugen Systems,THQ Nordic,,413,93,0,"50,000 .. 100,000",264,0,283,0,119.0,299.0,60.0,13
9850,Codename: Panzers - Cold War,"InnoGlow, Stormregion, THQ Nordic",,,175,90,0,"50,000 .. 100,000",127,0,34,0,374.0,1499.0,75.0,5
9880,Champions Online,Cryptic Studios,Arc Games,,2990,1192,0,"500,000 .. 1,000,000",1241,0,301,0,0.0,0.0,0.0,113
9900,Star Trek Online,Cryptic Studios,Arc Games,,15939,4206,0,"2,000,000 .. 5,000,000",8769,739,592,1409,0.0,0.0,0.0,1057
9940,Blade Kitten,Krome Studios,Krome Studios,,888,182,0,"100,000 .. 200,000",316,65,157,65,299.0,299.0,0.0,1
9980,The UnderGarden,Artech Studios,Atari,,60,31,0,"20,000 .. 50,000",358,0,362,0,139.0,699.0,80.0,0
10090,Call of Duty: World at War,Treyarch,Activision,,46665,3884,0,"2,000,000 .. 5,000,000",1901,50,780,64,1999.0,1999.0,0.0,433
10100,King's Quest Collection,Sierra,Activision,,316,47,0,"100,000 .. 200,000",300,0,459,0,999.0,1999.0,50.0,12
10110,Space Quest Collection,Sierra,Activision,,321,60,0,"100,000 .. 200,000",238,0,288,0,1999.0,1999.0,0.0,5
10130,TimeShift,Saber Interactive,Activision,,1066,270,0,"100,000 .. 200,000",664,0,891,0,999.0,1999.0,50.0,2
10150,Prototype,Radical Entertainment,Activision,,9896,2461,0,"1,000,000 .. 2,000,000",633,1,192,1,1999.0,1999.0,0.0,223
10180,Call of Duty: Modern Warfare 2 (2009),Infinity Ward,Activision,,54145,3973,0,"5,000,000 .. 10,000,000",1043,250,492,266,1999.0,1999.0,0.0,399
10220,Postal III,"Trashmasters, Zoom Platform",Akella,,2389,2907,0,"200,000 .. 500,000",332,0,71,0,599.0,599.0,0.0,7
10270,Disciples III: Reincarnation,Akella,Kalypso Media Digital,,1247,488,0,"100,000 .. 200,000",1449,0,634,0,999.0,999.0,0.0,19
10460,The Club,Bizarre Creations,SEGA,,102,72,0,"50,000 .. 100,000",24,0,24,0,1499.0,1499.0,0.0,0
10500,Total War: EMPIRE – Definitive Edition,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,32211,3269,0,"1,000,000 .. 2,000,000",5054,299,824,190,2499.0,2499.0,0.0,2028
10680,Aliens vs. Predator,Rebellion,SEGA,,18175,1778,0,"1,000,000 .. 2,000,000",582,23,246,46,1499.0,1499.0,0.0,49
11020,TrackMania Nations Forever,Nadeo,Ubisoft,,21244,2359,0,"2,000,000 .. 5,000,000",661,3,113,3,0.0,0.0,0.0,181
11040,Sherlock Holmes - Nemesis,Frogwares,Frogwares,,468,185,0,"100,000 .. 200,000",265,0,251,0,99.0,999.0,90.0,5
11050,Dracula: Origin,Frogwares,Frogwares,,241,90,0,"50,000 .. 100,000",203,0,300,0,99.0,999.0,90.0,0
11140,Sherlock Holmes: The Awakened (2008),Frogwares,Frogwares,,588,209,0,"200,000 .. 500,000",211,0,264,0,999.0,999.0,0.0,2
11150,Sherlock Holmes: The Silver Earring,Frogwares,Frogwares,,411,269,0,"100,000 .. 200,000",554,0,410,0,999.0,999.0,0.0,2
11190,Sherlock Holmes versus Jack the Ripper,Frogwares,Frogwares,,964,228,0,"100,000 .. 200,000",424,0,492,0,999.0,999.0,0.0,7
11240,Space Trader: Merchant Marine,,,,319,323,0,"100,000 .. 200,000",96,0,27,0,499.0,499.0,0.0,0
11260,Pacific Storm Allies,Lesta Studio,ESDigital Games,,136,92,0,"20,000 .. 50,000",550,0,204,0,799.0,799.0,0.0,3
11450,Overlord,Triumph Studios,"Codemasters, Electronic Arts",,5954,410,0,"500,000 .. 1,000,000",396,25,123,25,499.0,499.0,0.0,27
11480,Soldiers: Heroes of World War II - Enhanced Edition,Best Way,Fulqrum Publishing,,763,125,0,"100,000 .. 200,000",473,0,234,0,499.0,499.0,0.0,12
11560,Maelstrom: The Battle for Earth Begins,KDV Games,"Codemasters, Electronic Arts",,103,59,0,"20,000 .. 50,000",233,0,269,0,0.0,0.0,0.0,0
11610,Dragon Nest,Eyedentity Games Inc.,Eyedentity Games Inc.,,1651,634,0,"500,000 .. 1,000,000",30060,0,354,0,0.0,0.0,0.0,11
12100,Grand Theft Auto III,Rockstar Games,Rockstar Games,,12654,1946,0,"2,000,000 .. 5,000,000",491,10,60,10,0.0,0.0,0.0,42
12110,Grand Theft Auto: Vice City,Rockstar Games,Rockstar Games,,27142,2134,0,"1,000,000 .. 2,000,000",685,180,87,220,0.0,0.0,0.0,113
12120,Grand Theft Auto: San Andreas,Rockstar Games,Rockstar Games,,76056,6573,0,"2,000,000 .. 5,000,000",1154,323,217,270,0.0,0.0,0.0,363
12130,Manhunt,Rockstar North,Rockstar Games,,4984,2104,0,"500,000 .. 1,000,000",2673,0,59,0,349.0,999.0,65.0,15
12140,Max Payne,Remedy Entertainment,Rockstar Games,,13072,1581,0,"1,000,000 .. 2,000,000",375,14,153,14,999.0,999.0,0.0,43
12150,Max Payne 2: The Fall of Max Payne,Remedy Entertainment,Rockstar Games,,11282,652,0,"500,000 .. 1,000,000",358,0,190,0,999.0,999.0,0.0,36
12160,Midnight Club 2,Rockstar San Diego,Rockstar Games,,843,115,0,"200,000 .. 500,000",43,0,20,0,0.0,0.0,0.0,3
12200,Bully: Scholarship Edition,Rockstar New England,Rockstar Games,,30730,5604,0,"2,000,000 .. 5,000,000",562,62,159,66,524.0,1499.0,65.0,221
12210,Grand Theft Auto IV: The Complete Edition,"Rockstar North, Rockstar Toronto",Rockstar Games,,144493,30691,0,"5,000,000 .. 10,000,000",1695,99,628,38,1999.0,1999.0,0.0,2122
12320,Sacred Gold,Studio II,THQ Nordic,,3597,613,0,"200,000 .. 500,000",989,0,294,0,999.0,999.0,0.0,37
12330,Darkstar One,Ascaron Entertainment ltd.,Strategy First,,477,101,0,"100,000 .. 200,000",1284,0,1971,0,899.0,899.0,0.0,3
12360,FlatOut: Ultimate Carnage Collector's Edition,"Bugbear Entertainment, ZOOM Platform Media, Jordan Freeman Group",Strategy First,,5978,685,0,"500,000 .. 1,000,000",463,18,94,18,1999.0,1999.0,0.0,42
12430,SlamIt Pinball Big Score,Technetium Games,Kalypso Media Digital,,44,84,0,"0 .. 20,000",28,0,28,0,499.0,499.0,0.0,0
12450,Ankh 3: Battle of the Gods,Deck 13,,,27,11,0,"0 .. 20,000",480,0,480,0,999.0,999.0,0.0,0
12470,Port Royale 2,Ascaron Entertainment ltd.,Strategy First,,450,185,0,"100,000 .. 200,000",110,0,76,0,599.0,599.0,0.0,13
12500,PuzzleQuest: Challenge of the Warlords,Infinite Interactive,"D3Publisher of America, Inc.",,937,135,0,"50,000 .. 100,000",1025,0,430,0,999.0,999.0,0.0,12
12640,Drakensang,Radon Labs,DTP Entertainment,,592,143,0,"100,000 .. 200,000",619,712,448,712,999.0,999.0,0.0,6
12660,Miss Popularity,dtp – young entertainment Gmbh & Co. KG,Cosmi Valusoft,,6,2,0,"0 .. 20,000",0,0,0,0,699.0,699.0,0.0,0
12690,Hunting Unlimited 2010,SCS Software,Ziggurat,,277,55,0,"50,000 .. 100,000",618,0,816,0,999.0,999.0,0.0,0
12710,Overlord: Raising Hell,Triumph Studios,"Codemasters, Electronic Arts",,2175,166,0,"500,000 .. 1,000,000",818,0,265,0,999.0,999.0,0.0,18
12810,Overlord II,Triumph Studios,"Codemasters, Electronic Arts",,4139,505,0,"1,000,000 .. 2,000,000",640,0,230,0,199.0,999.0,80.0,19
12830,Operation Flashpoint: Dragon Rising,Codemasters,"Codemasters, Electronic Arts",,1676,751,0,"500,000 .. 1,000,000",178,0,46,0,0.0,0.0,0.0,5
12900,AudioSurf,Dylan Fitterer,,,10490,470,0,"1,000,000 .. 2,000,000",867,0,139,0,999.0,999.0,0.0,11
13000,Ninja Reflex: Steamworks Edition,Sanzaru Games,Nunchuck Games,,54,7,0,"0 .. 20,000",4,0,4,0,499.0,499.0,0.0,0
13000,Ninja Reflex: Steamworks Edition,Sanzaru Games,Nunchuck Games,,54,7,0,"0 .. 20,000",4,0,4,0,499.0,499.0,0.0,0
13120,America's Army 3 Beta,,,,0,0,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
13140,America's Army 3,U.S. Army,U.S. Army,,1732,727,0,"1,000,000 .. 2,000,000",203,0,61,0,0.0,0.0,0.0,1
13210,Unreal Tournament 3 Black,"Epic Games, Inc.","Epic Games, Inc.",,3566,489,0,"1,000,000 .. 2,000,000",576,0,192,0,0.0,0.0,0.0,19
13230,Unreal Tournament 2004: Editor's Choice Edition,"Epic Games, Inc.","Epic Games, Inc.",,3934,142,0,"1,000,000 .. 2,000,000",580,0,133,0,0.0,0.0,0.0,39
13240,Unreal Tournament: Game of the Year Edition,"Epic Games, Inc.","Epic Games, Inc.",,4139,149,0,"200,000 .. 500,000",184,0,64,0,0.0,0.0,0.0,26
13250,Unreal Gold,"Epic Games, Inc.",2K,,2208,267,0,"500,000 .. 1,000,000",119,0,18,0,0.0,0.0,0.0,3
13500,Prince of Persia: Warrior Within,Ubisoft,Ubisoft,,2952,578,0,"200,000 .. 500,000",285,120,94,120,999.0,999.0,0.0,18
13520,Far Cry,Crytek Studios,Ubisoft,,8406,1853,0,"2,000,000 .. 5,000,000",486,47,87,47,299.0,999.0,70.0,50
13530,Prince of Persia: The Two Thrones,Ubisoft Montreal,Ubisoft,,1856,462,0,"200,000 .. 500,000",312,0,151,0,999.0,999.0,0.0,24
13540,Tom Clancy's Rainbow Six Vegas,Ubisoft Montreal,Ubisoft,,1187,304,0,"200,000 .. 500,000",106,0,72,0,999.0,999.0,0.0,5
13560,Tom Clancy's Splinter Cell,Ubisoft,Ubisoft,,2951,413,0,"500,000 .. 1,000,000",339,612,73,612,999.0,999.0,0.0,15
13570,Tom Clancy's Splinter Cell Chaos Theory,Ubisoft Montreal,Ubisoft,,4785,348,0,"200,000 .. 500,000",359,570,107,570,999.0,999.0,0.0,26
13580,Tom Clancy's Splinter Cell Double Agent,Ubisoft Montreal,Ubisoft,,620,1064,0,"200,000 .. 500,000",143,0,63,0,999.0,999.0,0.0,9
13600,Prince of Persia: The Sands of Time,Kudosoft,Ubisoft,,3844,637,0,"500,000 .. 1,000,000",216,0,62,0,199.0,999.0,80.0,26
15080,Rayman Raving Rabbids,"Ubisoft Bulgaria, Ubisoft Montpellier",Ubisoft,,1442,274,0,"100,000 .. 200,000",163,3,70,3,999.0,999.0,0.0,2
15100,Assassin's Creed: Director's Cut Edition,Ubisoft Montreal,Ubisoft,,17822,4075,0,"1,000,000 .. 2,000,000",594,1,248,1,499.0,1999.0,75.0,61
15120,Tom Clancy's Rainbow Six Vegas 2,Ubisoft Montreal,Ubisoft,,4861,871,0,"500,000 .. 1,000,000",637,0,193,0,999.0,999.0,0.0,20
15130,Beyond Good and Evil,Ubisoft Montpellier,Ubisoft,,2951,475,0,"200,000 .. 500,000",251,0,86,0,0.0,0.0,0.0,3
15170,Heroes of Might & Magic V,Nival,Ubisoft,,3354,461,0,"500,000 .. 1,000,000",787,631,221,1024,999.0,999.0,0.0,175
15190,Brothers in Arms: Road to Hill 30,Gearbox Software,Ubisoft,,1679,237,0,"200,000 .. 500,000",250,0,96,0,999.0,999.0,0.0,11
15200,Silent Hunter: Wolves of the Pacific,Ubisoft Romania,Ubisoft,,728,318,0,"100,000 .. 200,000",919,0,394,0,999.0,999.0,0.0,26
15210,Silent Hunter III,Ubisoft,Ubisoft,,2145,297,0,"200,000 .. 500,000",514,0,191,0,999.0,999.0,0.0,54
15240,Silent Hunter: Wolves of the Pacific U-Boat Missions,Ubisoft Romania,Ubisoft,,247,59,0,"50,000 .. 100,000",927,0,1333,0,999.0,999.0,0.0,11
15270,Cold Fear,Darkworks,Ubisoft,,1076,208,0,"50,000 .. 100,000",194,0,248,0,199.0,999.0,80.0,1
15300,Tom Clancy's Ghost Recon,Red Storm Entertainment,Ubisoft,,1400,115,0,"200,000 .. 500,000",159,0,89,0,999.0,999.0,0.0,17
15320,IL-2 Sturmovik: 1946,1C: Maddox Games,Fulqrum Publishing,,2642,363,0,"200,000 .. 500,000",417,0,72,0,999.0,999.0,0.0,20
15370,Heroes of Might & Magic V: Tribes of the East,Nival,Ubisoft,,2696,219,0,"200,000 .. 500,000",1324,5,675,5,999.0,999.0,0.0,269
15380,Heroes of Might & Magic V: Hammers of Fate,Nival,Ubisoft,,296,49,0,"50,000 .. 100,000",493,0,546,0,249.0,999.0,75.0,25
15390,Brothers in Arms: Hell's Highway,Gearbox Software,Ubisoft,,1989,199,0,"200,000 .. 500,000",375,0,243,0,399.0,999.0,60.0,15
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,"Dejobaan Games, LLC, Owlchemy Labs","Dejobaan Games, LLC",,812,282,0,"200,000 .. 500,000",44,0,30,0,999.0,999.0,0.0,0
15620,"Warhammer 40,000: Dawn of War II - Anniversary Edition","Relic Entertainment, Feral Interactive (Mac/Linux)","Relic Entertainment, Feral Interactive (Mac/Linux)",,11298,1476,0,"2,000,000 .. 5,000,000",1130,144,377,144,999.0,4999.0,80.0,152
15700,Oddworld: Abe's Oddysee,Oddworld Inhabitants,Oddworld Inhabitants,,3716,639,0,"500,000 .. 1,000,000",399,223,204,223,299.0,299.0,0.0,7
15710,Oddworld: Abe's Exoddus,Oddworld Inhabitants,Oddworld Inhabitants,,1491,85,0,"200,000 .. 500,000",1316,0,56,0,299.0,299.0,0.0,6
15740,Oddworld: Munch's Oddysee,Oddworld Inhabitants,Oddworld Inhabitants,,799,238,0,"100,000 .. 200,000",252,0,176,0,499.0,499.0,0.0,2
15750,Oddworld: Stranger's Wrath HD,Oddworld Inhabitants,Oddworld Inhabitants,,1448,211,0,"200,000 .. 500,000",293,0,61,0,999.0,999.0,0.0,2
15900,7 Wonders II,MumboJumbo,Accelerate Games,,162,41,0,"50,000 .. 100,000",599,0,1075,0,999.0,999.0,0.0,14
15930,Luxor 3,MumboJumbo,Accelerate Games,,186,18,0,"50,000 .. 100,000",1031,0,1181,0,999.0,999.0,0.0,2
16000,Discovery! A Seek and Find Adventure,MumboJumbo,Accelerate Games,,30,41,0,"0 .. 20,000",859,0,859,0,999.0,999.0,0.0,0
16000,Discovery! A Seek and Find Adventure,MumboJumbo,Accelerate Games,,30,41,0,"0 .. 20,000",859,0,859,0,999.0,999.0,0.0,0
16040,Luxor: Quest for the Afterlife,MumboJumbo,Accelerate Games,,102,23,0,"20,000 .. 50,000",1548,0,2016,0,329.0,999.0,67.0,1
16100,Virtual Villagers: A New Home,Last Day of Work,,,142,18,0,"0 .. 20,000",953,0,1089,0,999.0,999.0,0.0,6
16100,Virtual Villagers: A New Home,Last Day of Work,,,142,18,0,"0 .. 20,000",953,0,1089,0,999.0,999.0,0.0,6
16110,Virtual Villagers: The Lost Children,Last Day of Work,,,69,6,0,"0 .. 20,000",345,0,517,0,999.0,999.0,0.0,5
16120,Plant Tycoon,Last Day of Work,,,190,13,0,"20,000 .. 50,000",17,0,17,0,999.0,999.0,0.0,13
16130,Fish Tycoon,Last Day of Work,,,104,14,0,"0 .. 20,000",483,0,135,0,999.0,999.0,0.0,5
16130,Fish Tycoon,Last Day of Work,,,104,14,0,"0 .. 20,000",483,0,135,0,999.0,999.0,0.0,5
16180,Virtual Villagers - The Secret City,Last Day of Work,,,117,12,0,"0 .. 20,000",1214,0,1978,0,999.0,999.0,0.0,5
16200,Virtual Families,Last Day of Work,,,58,9,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,2
16450,F.E.A.R. 2: Project Origin,Monolith,"Warner Bros. Games, Warner Bros. Interactive Entertainment",,7280,1269,0,"500,000 .. 1,000,000",408,21,253,21,1499.0,1499.0,0.0,41
16710,Insecticide Part 1,Crackpot Entertainment,Missing Link Games,,341,115,0,"100,000 .. 200,000",90,0,111,0,399.0,399.0,0.0,0
16730,Legendary,Spark Unlimited,SouthPeak Games,,1438,1146,0,"200,000 .. 500,000",107,0,37,0,599.0,599.0,0.0,2
16810,Sid Meier's Civilization IV: Colonization,Firaxis Games,2K,,1212,185,0,"500,000 .. 1,000,000",377,0,55,0,1999.0,1999.0,0.0,244
16900,GROUND BRANCH,BlackFoot Studios,MicroProse Software,,19351,2325,0,"1,000,000 .. 2,000,000",831,375,470,385,2999.0,2999.0,0.0,349
17100,Children of the Nile: Enhanced Edition,"Tilted Mill Entertainment, Inc.",,,372,70,0,"50,000 .. 100,000",919,0,855,0,799.0,799.0,0.0,9
17120,Children of the Nile: Alexandria,"Tilted Mill Entertainment, Inc.",,,134,24,0,"0 .. 20,000",2546,0,2546,0,249.0,249.0,0.0,3
17300,Crysis,Crytek,Electronic Arts,,10565,2649,0,"1,000,000 .. 2,000,000",424,31,230,31,2999.0,2999.0,0.0,10
17330,Crysis Warhead,Crytek,Electronic Arts,,3280,544,0,"1,000,000 .. 2,000,000",261,0,169,0,1999.0,1999.0,0.0,5
17390,SPORE,Maxis™,Electronic Arts,,61124,4996,0,"2,000,000 .. 5,000,000",1010,369,369,407,1999.0,1999.0,0.0,599
17410,Mirror's Edge,DICE,Electronic Arts,,32983,4669,0,"2,000,000 .. 5,000,000",297,148,163,172,1999.0,1999.0,0.0,43
17430,Need for Speed Undercover,EA Black Box,Electronic Arts,,5969,1957,0,"1,000,000 .. 2,000,000",630,0,264,0,0.0,0.0,0.0,13
17440,SPORE Creepy & Cute Parts Pack,Maxis™,Electronic Arts,,1809,217,0,"200,000 .. 500,000",334,48,78,48,499.0,1999.0,75.0,20
17450,Dragon Age: Origins,BioWare,Electronic Arts,,9656,870,0,"500,000 .. 1,000,000",1905,0,498,0,2999.0,2999.0,0.0,7
17460,Mass Effect (2007),BioWare,Electronic Arts,,15394,1040,0,"1,000,000 .. 2,000,000",1412,0,685,0,749.0,2999.0,75.0,22
17470,Dead Space (2008),EA Redwood Shores,Electronic Arts,,25388,2272,0,"2,000,000 .. 5,000,000",424,0,195,0,1999.0,1999.0,0.0,43
17480,Command & Conquer: Red Alert 3,EA Los Angeles,Electronic Arts,,12792,2220,0,"1,000,000 .. 2,000,000",1121,10,220,16,1988.0,1988.0,0.0,362
17500,Zombie Panic! Source,Zombie Panic! Team,Zombie Panic! Team,,6541,1185,0,"500,000 .. 1,000,000",976,0,44,0,0.0,0.0,0.0,13
17570,"Pirates, Vikings, and Knights II",Octoshark Studios,Octoshark Studios,,5227,730,0,"1,000,000 .. 2,000,000",987,0,96,0,0.0,0.0,0.0,13
17580,Dystopia,Puny Human,Gotcha Gotcha Games,,925,164,0,"100,000 .. 200,000",107,0,29,0,0.0,0.0,0.0,1
17710,Nuclear Dawn,"GameConnect, InterWave Studios",Iceberg Interactive,,1937,531,0,"200,000 .. 500,000",329,216,154,216,149.0,999.0,85.0,0
17740,Empires Mod,Empires,Empires,,902,140,0,"500,000 .. 1,000,000",979,0,1890,0,0.0,0.0,0.0,3
18020,"Precipice of Darkness, Episode Two",Hothead Games,Hothead Games,,159,30,0,"50,000 .. 100,000",301,0,418,0,799.0,799.0,0.0,0
18070,The Baconing,Hothead Games,Hothead Games,,199,56,0,"50,000 .. 100,000",275,0,90,0,1499.0,1499.0,0.0,0
18400,Crazy Machines 2,Fakt Software,Viva Media,,120,136,0,"100,000 .. 200,000",156,0,153,0,999.0,999.0,0.0,0
18420,Crazy Machines,Fakt Software,Viva Media,,157,33,0,"50,000 .. 100,000",147,0,196,0,999.0,999.0,0.0,0
18470,Helldorado,Spellbound,THQ Nordic,,126,45,0,"50,000 .. 100,000",69,0,69,0,249.0,999.0,75.0,0
18500,Defense Grid: The Awakening,Hidden Path Entertainment,Hidden Path Entertainment,,4946,196,0,"500,000 .. 1,000,000",670,90,273,90,999.0,999.0,0.0,55
19000,Silent Hill Homecoming,Double Helix Games,KONAMI,,1620,1795,0,"200,000 .. 500,000",184,0,49,0,799.0,3999.0,80.0,14
19680,Alice: Madness Returns,Spicy Horse Games,Electronic Arts,,21729,2358,0,"1,000,000 .. 2,000,000",489,47,193,47,999.0,999.0,0.0,260
19800,Brothers in Arms: Earned in Blood,Gearbox Software,Ubisoft,,896,133,0,"100,000 .. 200,000",834,0,235,0,999.0,999.0,0.0,9
19830,Tom Clancy's Rainbow Six 3 Gold,"Red Storm Entertainment, Ubisoft Montreal",Ubisoft,,1783,161,0,"200,000 .. 500,000",233,0,158,0,999.0,999.0,0.0,7
19900,Far Cry 2,Ubisoft Montreal,Ubisoft,,12895,3942,0,"1,000,000 .. 2,000,000",585,292,155,292,249.0,999.0,75.0,77
19980,Prince of Persia,Ubisoft Montreal,Ubisoft,,2730,754,0,"200,000 .. 500,000",179,0,56,0,999.0,999.0,0.0,12
20500,Red Faction Guerrilla Steam Edition,"Volition, Reactor Zero, THQ Nordic",Deep Silver,,6859,765,0,"1,000,000 .. 2,000,000",566,847,224,1693,1999.0,1999.0,0.0,5
20510,S.T.A.L.K.E.R.: Clear Sky,GSC Game World,GSC World Publishing,,18987,3267,0,"1,000,000 .. 2,000,000",870,0,485,0,1999.0,1999.0,0.0,107
20530,Red Faction,Volition,Deep Silver,,2404,376,0,"500,000 .. 1,000,000",183,0,80,0,999.0,999.0,0.0,4
20540,Company of Heroes: Tales of Valor,Relic Entertainment,SEGA,,2140,171,0,"500,000 .. 1,000,000",1199,0,84,0,1999.0,1999.0,0.0,45
20550,Red Faction II,Volition,Deep Silver,,629,570,0,"200,000 .. 500,000",114,0,34,0,999.0,999.0,0.0,1
20570,"Warhammer 40,000: Dawn of War II Chaos Rising","Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",,3047,304,0,"1,000,000 .. 2,000,000",1106,0,249,0,0.0,0.0,0.0,30
20700,Starscape,Moonpod,Moonpod,,81,18,0,"20,000 .. 50,000",758,0,758,0,799.0,799.0,0.0,0
20900,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",,73569,9135,0,"2,000,000 .. 5,000,000",982,8,173,8,999.0,999.0,0.0,616
20920,The Witcher 2: Assassins of Kings Enhanced Edition,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",,77950,9114,0,"2,000,000 .. 5,000,000",906,402,302,489,299.0,1999.0,85.0,479
21000,LEGO Batman: The Videogame,Traveller's Tales,Warner Bros. Interactive Entertainment,,11083,1296,0,"500,000 .. 1,000,000",360,151,116,170,1999.0,1999.0,0.0,118
21010,Watchmen: The End is Nigh,Deadline Games,Warner Bros. Games,,559,221,0,"50,000 .. 100,000",108,8,102,8,499.0,499.0,0.0,5
21030,Watchmen: The End is Nigh Part 2,Deadline Games,Warner Bros. Games,,236,101,0,"20,000 .. 50,000",66,0,124,0,499.0,499.0,0.0,0
21090,F.E.A.R.,"Monolith Productions, Inc., Timegate","Warner Bros. Games, Warner Bros. Interactive Entertainment",,15867,1069,0,"1,000,000 .. 2,000,000",341,0,188,0,999.0,999.0,0.0,87
21100,F.E.A.R. 3,Day 1 Studios,Warner Bros. Interactive Entertainment,,9070,3688,0,"1,000,000 .. 2,000,000",294,0,204,0,399.0,1999.0,80.0,36
